INSERT INTO t_user_weight VALUES ('1', '200010001', 'zlto','男', '43', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('491', '200010491', 'qkao','女', '28', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('492', '200010492', 'cntr','女', '75', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('493', '200010493', 'mxbi','男', '92', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('494', '200010494', 'nado','女', '35', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('495', '200010495', 'vxmy','女', '20', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('496', '200010496', 'wyrc','女', '96', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('497', '200010497', 'hriu','女', '44', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('498', '200010498', 'ehpt','女', '80', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('499', '200010499', 'fhyw','女', '23', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('500', '200010500', 'tamn','女', '86', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('501', '200010501', 'avlg','男', '75', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('502', '200010502', 'aizy','男', '67', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('503', '200010503', 'xrya','女', '45', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('504', '200010504', 'cpbk','男', '34', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('505', '200010505', 'ybkt','女', '23', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('506', '200010506', 'tlvx','女', '96', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('507', '200010507', 'famz','女', '76', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('508', '200010508', 'cwxf','男', '71', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('509', '200010509', 'phid','男', '93', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('510', '200010510', 'bzhk','女', '73', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('511', '200010511', 'piat','男', '97', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('512', '200010512', 'dqeb','女', '33', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('513', '200010513', 'tvsg','女', '68', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('514', '200010514', 'fxjq','女', '54', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('515', '200010515', 'lnbr','男', '24', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('516', '200010516', 'jcwm','女', '12', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('517', '200010517', 'xkdr','男', '92', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('518', '200010518', 'bwvp','男', '55', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('519', '200010519', 'dcbi','男', '30', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('520', '200010520', 'xzin','男', '77', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('521', '200010521', 'toie','女', '98', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('522', '200010522', 'czta','女', '51', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('523', '200010523', 'kiyq','男', '66', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('524', '200010524', 'jvxz','女', '35', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('525', '200010525', 'dlbr','女', '12', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('526', '200010526', 'rcxk','女', '37', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('527', '200010527', 'iapy','男', '50', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('528', '200010528', 'igkz','女', '41', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('529', '200010529', 'yrgd','女', '15', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('530', '200010530', 'vyno','女', '51', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('531', '200010531', 'odqm','女', '46', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('532', '200010532', 'yosf','男', '95', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('533', '200010533', 'dczh','男', '63', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('534', '200010534', 'gcle','男', '23', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('535', '200010535', 'yxol','男', '63', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('536', '200010536', 'zmrw','女', '17', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('537', '200010537', 'prfn','男', '39', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('538', '200010538', 'rewc','男', '78', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('539', '200010539', 'covt','女', '35', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('540', '200010540', 'jywc','女', '20', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('541', '200010541', 'jeko','男', '92', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('542', '200010542', 'xbtf','女', '26', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('543', '200010543', 'zptx','男', '85', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('544', '200010544', 'axog','男', '25', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('545', '200010545', 'zwyv','女', '34', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('546', '200010546', 'imbx','女', '82', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('547', '200010547', 'wrci','女', '92', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('548', '200010548', 'lavu','女', '69', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('549', '200010549', 'cgyw','男', '78', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('550', '200010550', 'ogzm','女', '53', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('551', '200010551', 'ktrd','女', '52', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('552', '200010552', 'olsv','女', '39', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('553', '200010553', 'fsqh','女', '67', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('554', '200010554', 'btil','男', '53', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('555', '200010555', 'fhjd','男', '52', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('556', '200010556', 'wnut','男', '30', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('557', '200010557', 'aerw','男', '84', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('558', '200010558', 'uhby','男', '49', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('559', '200010559', 'ksiv','男', '39', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('560', '200010560', 'quxa','女', '78', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('561', '200010561', 'zwua','男', '82', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('562', '200010562', 'pfmr','女', '65', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('563', '200010563', 'dpot','女', '78', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('564', '200010564', 'qdnl','男', '72', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('565', '200010565', 'rgve','男', '65', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('566', '200010566', 'imlk','女', '33', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('567', '200010567', 'cfkv','男', '11', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('568', '200010568', 'xcvi','女', '31', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('569', '200010569', 'ncot','女', '79', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('570', '200010570', 'rxtd','女', '23', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('571', '200010571', 'erso','男', '61', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('572', '200010572', 'azoh','男', '10', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('573', '200010573', 'tihw','男', '72', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('574', '200010574', 'zhox','女', '55', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('575', '200010575', 'grnu','男', '75', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('576', '200010576', 'fziy','男', '88', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('577', '200010577', 'evrs','男', '74', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('578', '200010578', 'cywk','男', '68', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('579', '200010579', 'wnao','女', '58', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('580', '200010580', 'ycea','女', '78', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('581', '200010581', 'rqxc','男', '55', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('582', '200010582', 'srul','男', '59', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('583', '200010583', 'omuj','男', '82', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('584', '200010584', 'impw','男', '84', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('585', '200010585', 'hgry','女', '81', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('586', '200010586', 'iqts','女', '93', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('587', '200010587', 'uhkz','男', '82', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('588', '200010588', 'bpdj','女', '54', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('589', '200010589', 'grty','女', '14', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('590', '200010590', 'vzbq','女', '90', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('591', '200010591', 'szem','男', '84', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('592', '200010592', 'nuhx','女', '73', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('593', '200010593', 'rbsm','女', '23', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('594', '200010594', 'nshm','男', '40', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('595', '200010595', 'qsnv','男', '30', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('596', '200010596', 'kvct','男', '14', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('597', '200010597', 'fuxb','男', '24', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('598', '200010598', 'barc','男', '68', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('599', '200010599', 'gorq','女', '62', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('600', '200010600', 'kism','女', '78', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('601', '200010601', 'rzyi','女', '23', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('602', '200010602', 'wrcf','男', '54', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('603', '200010603', 'enjo','女', '13', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('604', '200010604', 'oqfs','男', '39', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('605', '200010605', 'vphr','男', '83', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('606', '200010606', 'uyjh','男', '76', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('607', '200010607', 'qspc','男', '73', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('608', '200010608', 'bajk','男', '21', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('609', '200010609', 'plyw','女', '97', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('610', '200010610', 'seqk','男', '96', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('611', '200010611', 'wkzu','男', '26', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('612', '200010612', 'lnoi','男', '40', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('613', '200010613', 'vwgt','男', '78', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('614', '200010614', 'gjty','男', '95', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('615', '200010615', 'vexz','女', '47', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('616', '200010616', 'nwfx','男', '88', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('617', '200010617', 'pkjn','女', '59', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('618', '200010618', 'gmpd','男', '84', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('619', '200010619', 'zwxi','男', '31', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('620', '200010620', 'sizr','男', '21', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('621', '200010621', 'yhpb','女', '40', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('622', '200010622', 'gckl','女', '52', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('623', '200010623', 'cpmh','女', '41', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('624', '200010624', 'ufcs','男', '65', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('625', '200010625', 'dtpf','女', '45', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('626', '200010626', 'sgub','女', '47', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('627', '200010627', 'pkia','男', '77', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('628', '200010628', 'bdwu','男', '22', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('629', '200010629', 'ctrx','男', '28', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('630', '200010630', 'yorn','男', '95', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('631', '200010631', 'gvpj','男', '49', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('632', '200010632', 'qwop','男', '29', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('633', '200010633', 'lfuv','男', '43', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('634', '200010634', 'eyga','男', '47', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('635', '200010635', 'htpr','男', '65', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('636', '200010636', 'eibq','女', '80', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('637', '200010637', 'lgdn','男', '22', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('638', '200010638', 'msuf','男', '22', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('639', '200010639', 'lutf','女', '14', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('640', '200010640', 'ixpm','男', '83', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('641', '200010641', 'bymk','男', '43', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('642', '200010642', 'jehf','女', '84', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('643', '200010643', 'hjtv','男', '21', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('644', '200010644', 'jzmi','男', '14', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('645', '200010645', 'zmtu','女', '85', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('646', '200010646', 'rnwu','女', '54', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('647', '200010647', 'hprb','男', '47', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('648', '200010648', 'rbxo','男', '56', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('649', '200010649', 'lfig','女', '18', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('650', '200010650', 'fjqv','女', '62', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('651', '200010651', 'onrw','男', '20', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('652', '200010652', 'vkte','男', '19', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('653', '200010653', 'ijhw','女', '43', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('654', '200010654', 'xqep','女', '75', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('655', '200010655', 'dqne','男', '64', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('656', '200010656', 'jafo','男', '31', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('657', '200010657', 'xblj','女', '15', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('658', '200010658', 'xndi','女', '69', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('659', '200010659', 'taod','女', '26', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('660', '200010660', 'ndcz','男', '97', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('661', '200010661', 'yitp','男', '10', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('662', '200010662', 'gbvr','男', '64', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('663', '200010663', 'ftza','女', '62', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('664', '200010664', 'avdj','女', '83', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('665', '200010665', 'rmiz','女', '60', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('666', '200010666', 'zwhn','男', '63', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('667', '200010667', 'ebwm','男', '28', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('668', '200010668', 'qinh','女', '87', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('669', '200010669', 'dpwx','男', '71', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('670', '200010670', 'srtc','女', '24', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('671', '200010671', 'twiv','女', '14', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('672', '200010672', 'isyo','男', '25', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('673', '200010673', 'pmjz','女', '65', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('674', '200010674', 'yqso','女', '70', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('675', '200010675', 'rcul','男', '83', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('676', '200010676', 'uxbg','女', '54', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('677', '200010677', 'dktb','女', '69', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('678', '200010678', 'uhbg','男', '41', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('679', '200010679', 'eqav','女', '81', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('680', '200010680', 'bnvc','女', '80', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('681', '200010681', 'nglj','女', '53', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('682', '200010682', 'cyas','女', '92', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('683', '200010683', 'muag','男', '33', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('684', '200010684', 'pxoc','女', '78', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('685', '200010685', 'hogt','女', '63', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('686', '200010686', 'wvcx','女', '77', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('687', '200010687', 'bjdt','女', '19', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('688', '200010688', 'iurj','女', '49', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('689', '200010689', 'gkey','男', '41', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('690', '200010690', 'uciy','女', '95', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('691', '200010691', 'wfdy','女', '42', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('692', '200010692', 'eyig','男', '84', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('693', '200010693', 'glna','女', '36', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('694', '200010694', 'rxil','女', '42', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('695', '200010695', 'hdzx','女', '15', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('696', '200010696', 'hlfd','男', '39', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('697', '200010697', 'cilh','女', '12', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('698', '200010698', 'fmib','女', '93', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('699', '200010699', 'rulj','女', '50', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('700', '200010700', 'kdtm','男', '42', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('701', '200010701', 'bldk','男', '31', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('702', '200010702', 'qmeh','男', '10', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('703', '200010703', 'dtmy','女', '28', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('704', '200010704', 'ecxu','女', '88', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('705', '200010705', 'tmae','男', '37', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('706', '200010706', 'uqrc','女', '24', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('707', '200010707', 'qjky','女', '20', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('708', '200010708', 'kgdq','女', '20', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('709', '200010709', 'tjkh','女', '12', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('710', '200010710', 'nmus','女', '80', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('711', '200010711', 'wkbd','女', '10', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('712', '200010712', 'acyf','男', '41', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('713', '200010713', 'ijeg','男', '53', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('714', '200010714', 'emla','女', '54', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('715', '200010715', 'tocr','男', '10', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('716', '200010716', 'dmwa','女', '59', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('717', '200010717', 'jgwb','男', '25', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('718', '200010718', 'rxvn','男', '98', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('719', '200010719', 'hprv','男', '90', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('720', '200010720', 'mxjf','男', '93', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('721', '200010721', 'yilt','女', '48', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('722', '200010722', 'jrgm','女', '12', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('723', '200010723', 'fypk','男', '44', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('724', '200010724', 'zxkn','男', '34', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('725', '200010725', 'cyhb','女', '48', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('726', '200010726', 'vzwg','男', '76', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('727', '200010727', 'alnv','女', '62', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('728', '200010728', 'xrph','男', '96', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('729', '200010729', 'wcek','女', '96', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('730', '200010730', 'zaqo','女', '29', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('731', '200010731', 'ebky','男', '15', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('732', '200010732', 'zsei','男', '36', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('733', '200010733', 'nwmu','女', '43', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('734', '200010734', 'lupt','女', '64', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('735', '200010735', 'jenl','男', '97', '深圳', '2018-10-29 16:18:43');
